0/41256 (epoch 0), train_loss = 5.322, time/batch = 2.011
18242/41256 (epoch 15), train_loss = 0.768, time/batch = 0.807
18243/41256 (epoch 15), train_loss = 0.781, time/batch = 0.801
18244/41256 (epoch 15), train_loss = 0.770, time/batch = 0.805
18245/41256 (epoch 15), train_loss = 0.777, time/batch = 0.808
18246/41256 (epoch 15), train_loss = 0.767, time/batch = 0.808
18247/41256 (epoch 15), train_loss = 0.780, time/batch = 0.804
18248/41256 (epoch 15), train_loss = 0.781, time/batch = 0.805
18249/41256 (epoch 15), train_loss = 0.776, time/batch = 0.808
18250/41256 (epoch 15), train_loss = 0.777, time/batch = 0.809
18251/41256 (epoch 15), train_loss = 0.768, time/batch = 0.812
18252/41256 (epoch 15), train_loss = 0.775, time/batch = 0.804
18253/41256 (epoch 15), train_loss = 0.779, time/batch = 0.806
18254/41256 (epoch 15), train_loss = 0.771, time/batch = 0.811
18255/41256 (epoch 15), train_loss = 0.769, time/batch = 0.809
18256/41256 (epoch 15), train_loss = 0.765, time/batch = 0.820
18257/41256 (epoch 15), train_loss = 0.773, time/batch = 0.805
18258/41256 (epoch 15), train_loss = 0.761, time/batch = 0.805
18259/41256 (epoch 15), train_loss = 0.763, time/batch = 0.810
18260/41256 (epoch 15), train_loss = 0.767, time/batch = 0.807
18261/41256 (epoch 15), train_loss = 0.772, time/batch = 0.806
18262/41256 (epoch 15), train_loss = 0.765, time/batch = 0.805
18263/41256 (epoch 15), train_loss = 0.755, time/batch = 0.828
18264/41256 (epoch 15), train_loss = 0.773, time/batch = 0.807
18265/41256 (epoch 15), train_loss = 0.766, time/batch = 0.807
18266/41256 (epoch 15), train_loss = 0.750, time/batch = 0.803
18267/41256 (epoch 15), train_loss = 0.758, time/batch = 0.809
18268/41256 (epoch 15), train_loss = 0.766, time/batch = 0.806
18269/41256 (epoch 15), train_loss = 0.761, time/batch = 0.808
18270/41256 (epoch 15), train_loss = 0.746, time/batch = 0.809
18271/41256 (epoch 15), train_loss = 0.767, time/batch = 0.805
18272/41256 (epoch 15), train_loss = 0.767, time/batch = 0.807
18273/41256 (epoch 15), train_loss = 0.749, time/batch = 0.806
18274/41256 (epoch 15), train_loss = 0.757, time/batch = 0.805
18275/41256 (epoch 15), train_loss = 0.764, time/batch = 0.805
18276/41256 (epoch 15), train_loss = 0.761, time/batch = 0.808
18277/41256 (epoch 15), train_loss = 0.749, time/batch = 0.810
18278/41256 (epoch 15), train_loss = 0.751, time/batch = 0.801
18279/41256 (epoch 15), train_loss = 0.758, time/batch = 0.803
18280/41256 (epoch 15), train_loss = 0.752, time/batch = 0.806
18281/41256 (epoch 15), train_loss = 0.763, time/batch = 0.809
18282/41256 (epoch 15), train_loss = 0.767, time/batch = 0.809
18283/41256 (epoch 15), train_loss = 0.765, time/batch = 0.810
18284/41256 (epoch 15), train_loss = 0.761, time/batch = 0.809
18285/41256 (epoch 15), train_loss = 0.750, time/batch = 0.813
18286/41256 (epoch 15), train_loss = 0.759, time/batch = 0.811
18287/41256 (epoch 15), train_loss = 0.747, time/batch = 0.829
18288/41256 (epoch 15), train_loss = 0.757, time/batch = 0.804
18289/41256 (epoch 15), train_loss = 0.764, time/batch = 0.807
18290/41256 (epoch 15), train_loss = 0.740, time/batch = 0.804
18291/41256 (epoch 15), train_loss = 0.750, time/batch = 0.806
18292/41256 (epoch 15), train_loss = 0.735, time/batch = 0.808
18293/41256 (epoch 15), train_loss = 0.749, time/batch = 0.803
18294/41256 (epoch 15), train_loss = 0.747, time/batch = 0.805
18295/41256 (epoch 15), train_loss = 0.752, time/batch = 0.814
18296/41256 (epoch 15), train_loss = 0.749, time/batch = 0.810
18297/41256 (epoch 15), train_loss = 0.746, time/batch = 0.809
18298/41256 (epoch 15), train_loss = 0.750, time/batch = 0.806
18299/41256 (epoch 15), train_loss = 0.745, time/batch = 0.828
18300/41256 (epoch 15), train_loss = 0.745, time/batch = 0.806
18301/41256 (epoch 15), train_loss = 0.751, time/batch = 0.809
18302/41256 (epoch 15), train_loss = 0.752, time/batch = 0.803
18303/41256 (epoch 15), train_loss = 0.747, time/batch = 0.804
18304/41256 (epoch 15), train_loss = 0.733, time/batch = 0.805
18305/41256 (epoch 15), train_loss = 0.732, time/batch = 0.804
18306/41256 (epoch 15), train_loss = 0.749, time/batch = 0.808
18307/41256 (epoch 15), train_loss = 0.732, time/batch = 0.809
18308/41256 (epoch 15), train_loss = 0.727, time/batch = 0.805
18309/41256 (epoch 15), train_loss = 0.734, time/batch = 0.814
18310/41256 (epoch 15), train_loss = 0.729, time/batch = 0.812
18311/41256 (epoch 15), train_loss = 0.739, time/batch = 0.808
18312/41256 (epoch 15), train_loss = 0.735, time/batch = 0.810
18313/41256 (epoch 15), train_loss = 0.732, time/batch = 0.806
18314/41256 (epoch 15), train_loss = 0.727, time/batch = 0.805
18315/41256 (epoch 15), train_loss = 0.732, time/batch = 0.806
18316/41256 (epoch 15), train_loss = 0.737, time/batch = 0.807
18317/41256 (epoch 15), train_loss = 0.738, time/batch = 0.809
18318/41256 (epoch 15), train_loss = 0.739, time/batch = 0.812
18319/41256 (epoch 15), train_loss = 0.749, time/batch = 0.802
18320/41256 (epoch 15), train_loss = 0.742, time/batch = 0.804
18321/41256 (epoch 15), train_loss = 0.736, time/batch = 0.824
18322/41256 (epoch 15), train_loss = 0.751, time/batch = 0.807
18323/41256 (epoch 15), train_loss = 0.764, time/batch = 0.805
18324/41256 (epoch 15), train_loss = 0.752, time/batch = 0.806
18325/41256 (epoch 15), train_loss = 0.753, time/batch = 0.806
18326/41256 (epoch 15), train_loss = 0.755, time/batch = 0.811
18327/41256 (epoch 15), train_loss = 0.743, time/batch = 0.807
18328/41256 (epoch 15), train_loss = 0.750, time/batch = 0.802
18329/41256 (epoch 15), train_loss = 0.761, time/batch = 0.808
18330/41256 (epoch 15), train_loss = 0.768, time/batch = 0.824
18331/41256 (epoch 15), train_loss = 0.763, time/batch = 0.806
18332/41256 (epoch 15), train_loss = 0.755, time/batch = 0.810
18333/41256 (epoch 15), train_loss = 0.751, time/batch = 0.803
18334/41256 (epoch 15), train_loss = 0.761, time/batch = 0.809
18335/41256 (epoch 15), train_loss = 0.773, time/batch = 0.828
18336/41256 (epoch 16), train_loss = 0.831, time/batch = 0.784
18337/41256 (epoch 16), train_loss = 0.777, time/batch = 0.781
18338/41256 (epoch 16), train_loss = 0.787, time/batch = 0.783
18339/41256 (epoch 16), train_loss = 0.780, time/batch = 0.785
18340/41256 (epoch 16), train_loss = 0.776, time/batch = 0.785
18341/41256 (epoch 16), train_loss = 0.770, time/batch = 0.799
18342/41256 (epoch 16), train_loss = 0.774, time/batch = 0.802
18343/41256 (epoch 16), train_loss = 0.780, time/batch = 0.802
18344/41256 (epoch 16), train_loss = 0.778, time/batch = 0.798
18345/41256 (epoch 16), train_loss = 0.783, time/batch = 0.800
18346/41256 (epoch 16), train_loss = 0.781, time/batch = 0.798
18347/41256 (epoch 16), train_loss = 0.780, time/batch = 0.799
18348/41256 (epoch 16), train_loss = 0.771, time/batch = 0.801
18349/41256 (epoch 16), train_loss = 0.767, time/batch = 0.816
18350/41256 (epoch 16), train_loss = 0.768, time/batch = 0.802
18351/41256 (epoch 16), train_loss = 0.774, time/batch = 0.795
18352/41256 (epoch 16), train_loss = 0.776, time/batch = 0.797
18353/41256 (epoch 16), train_loss = 0.774, time/batch = 0.799
18354/41256 (epoch 16), train_loss = 0.771, time/batch = 0.803
18355/41256 (epoch 16), train_loss = 0.768, time/batch = 0.802
18356/41256 (epoch 16), train_loss = 0.766, time/batch = 0.800
18357/41256 (epoch 16), train_loss = 0.768, time/batch = 0.802
18358/41256 (epoch 16), train_loss = 0.773, time/batch = 0.802
18359/41256 (epoch 16), train_loss = 0.767, time/batch = 0.797
18360/41256 (epoch 16), train_loss = 0.756, time/batch = 0.801
18361/41256 (epoch 16), train_loss = 0.756, time/batch = 0.799
18362/41256 (epoch 16), train_loss = 0.763, time/batch = 0.801
18363/41256 (epoch 16), train_loss = 0.773, time/batch = 0.821
18364/41256 (epoch 16), train_loss = 0.758, time/batch = 0.815
18365/41256 (epoch 16), train_loss = 0.750, time/batch = 0.817
18366/41256 (epoch 16), train_loss = 0.765, time/batch = 0.813
18367/41256 (epoch 16), train_loss = 0.762, time/batch = 0.817
18368/41256 (epoch 16), train_loss = 0.759, time/batch = 0.820
18369/41256 (epoch 16), train_loss = 0.761, time/batch = 0.815
18370/41256 (epoch 16), train_loss = 0.774, time/batch = 0.814
18371/41256 (epoch 16), train_loss = 0.756, time/batch = 0.816
18372/41256 (epoch 16), train_loss = 0.752, time/batch = 0.818
18373/41256 (epoch 16), train_loss = 0.746, time/batch = 0.835
18374/41256 (epoch 16), train_loss = 0.761, time/batch = 0.819
18375/41256 (epoch 16), train_loss = 0.757, time/batch = 0.818
18376/41256 (epoch 16), train_loss = 0.753, time/batch = 0.820
18377/41256 (epoch 16), train_loss = 0.758, time/batch = 0.806
18378/41256 (epoch 16), train_loss = 0.749, time/batch = 0.802
18379/41256 (epoch 16), train_loss = 0.762, time/batch = 0.806
18380/41256 (epoch 16), train_loss = 0.739, time/batch = 0.808
18381/41256 (epoch 16), train_loss = 0.734, time/batch = 0.809
18382/41256 (epoch 16), train_loss = 0.746, time/batch = 0.806
18383/41256 (epoch 16), train_loss = 0.753, time/batch = 0.808
18384/41256 (epoch 16), train_loss = 0.737, time/batch = 0.806
18385/41256 (epoch 16), train_loss = 0.748, time/batch = 0.814
18386/41256 (epoch 16), train_loss = 0.753, time/batch = 0.810
18387/41256 (epoch 16), train_loss = 0.752, time/batch = 0.805
18388/41256 (epoch 16), train_loss = 0.752, time/batch = 0.809
18389/41256 (epoch 16), train_loss = 0.770, time/batch = 0.807
18390/41256 (epoch 16), train_loss = 0.752, time/batch = 0.810
18391/41256 (epoch 16), train_loss = 0.748, time/batch = 0.808
18392/41256 (epoch 16), train_loss = 0.742, time/batch = 0.810
18393/41256 (epoch 16), train_loss = 0.759, time/batch = 0.805
18394/41256 (epoch 16), train_loss = 0.765, time/batch = 0.802
18395/41256 (epoch 16), train_loss = 0.751, time/batch = 0.810
18396/41256 (epoch 16), train_loss = 0.764, time/batch = 0.815
18397/41256 (epoch 16), train_loss = 0.756, time/batch = 0.809
18398/41256 (epoch 16), train_loss = 0.761, time/batch = 0.807
18399/41256 (epoch 16), train_loss = 0.759, time/batch = 0.805
18400/41256 (epoch 16), train_loss = 0.772, time/batch = 0.807
18401/41256 (epoch 16), train_loss = 0.768, time/batch = 0.806
18402/41256 (epoch 16), train_loss = 0.768, time/batch = 0.809
18403/41256 (epoch 16), train_loss = 0.771, time/batch = 0.806
18404/41256 (epoch 16), train_loss = 0.767, time/batch = 0.807
18405/41256 (epoch 16), train_loss = 0.773, time/batch = 0.807
18406/41256 (epoch 16), train_loss = 0.770, time/batch = 0.808
18407/41256 (epoch 16), train_loss = 0.761, time/batch = 0.807
18408/41256 (epoch 16), train_loss = 0.746, time/batch = 0.807
18409/41256 (epoch 16), train_loss = 0.756, time/batch = 0.807
18410/41256 (epoch 16), train_loss = 0.749, time/batch = 0.806
18411/41256 (epoch 16), train_loss = 0.754, time/batch = 0.805
18412/41256 (epoch 16), train_loss = 0.757, time/batch = 0.823
18413/41256 (epoch 16), train_loss = 0.764, time/batch = 0.808
18414/41256 (epoch 16), train_loss = 0.745, time/batch = 0.808
18415/41256 (epoch 16), train_loss = 0.749, time/batch = 0.804
18416/41256 (epoch 16), train_loss = 0.747, time/batch = 0.806
18417/41256 (epoch 16), train_loss = 0.749, time/batch = 0.823
18418/41256 (epoch 16), train_loss = 0.747, time/batch = 0.810
18419/41256 (epoch 16), train_loss = 0.750, time/batch = 0.808
18420/41256 (epoch 16), train_loss = 0.743, time/batch = 0.803
18421/41256 (epoch 16), train_loss = 0.740, time/batch = 0.814
18422/41256 (epoch 16), train_loss = 0.750, time/batch = 0.807
18423/41256 (epoch 16), train_loss = 0.745, time/batch = 0.813
18424/41256 (epoch 16), train_loss = 0.747, time/batch = 0.804
18425/41256 (epoch 16), train_loss = 0.742, time/batch = 0.807
18426/41256 (epoch 16), train_loss = 0.750, time/batch = 0.818
18427/41256 (epoch 16), train_loss = 0.748, time/batch = 0.828
18428/41256 (epoch 16), train_loss = 0.765, time/batch = 0.804
18429/41256 (epoch 16), train_loss = 0.764, time/batch = 0.808
18430/41256 (epoch 16), train_loss = 0.767, time/batch = 0.802
18431/41256 (epoch 16), train_loss = 0.761, time/batch = 0.809
18432/41256 (epoch 16), train_loss = 0.761, time/batch = 0.805
18433/41256 (epoch 16), train_loss = 0.773, time/batch = 0.805
18434/41256 (epoch 16), train_loss = 0.756, time/batch = 0.806
18435/41256 (epoch 16), train_loss = 0.767, time/batch = 0.807
18436/41256 (epoch 16), train_loss = 0.777, time/batch = 0.807
18437/41256 (epoch 16), train_loss = 0.775, time/batch = 0.804
18438/41256 (epoch 16), train_loss = 0.759, time/batch = 0.812
18439/41256 (epoch 16), train_loss = 0.780, time/batch = 0.809
18440/41256 (epoch 16), train_loss = 0.778, time/batch = 0.806
18441/41256 (epoch 16), train_loss = 0.778, time/batch = 0.809
18442/41256 (epoch 16), train_loss = 0.781, time/batch = 0.802
18443/41256 (epoch 16), train_loss = 0.789, time/batch = 0.805
18444/41256 (epoch 16), train_loss = 0.782, time/batch = 0.808
18445/41256 (epoch 16), train_loss = 0.774, time/batch = 0.809
18446/41256 (epoch 16), train_loss = 0.787, time/batch = 0.811
18447/41256 (epoch 16), train_loss = 0.803, time/batch = 0.806
18448/41256 (epoch 16), train_loss = 0.786, time/batch = 0.805
18449/41256 (epoch 16), train_loss = 0.781, time/batch = 0.809
18450/41256 (epoch 16), train_loss = 0.779, time/batch = 0.808
18451/41256 (epoch 16), train_loss = 0.791, time/batch = 0.806
18452/41256 (epoch 16), train_loss = 0.786, time/batch = 0.812
18453/41256 (epoch 16), train_loss = 0.792, time/batch = 0.805
18454/41256 (epoch 16), train_loss = 0.784, time/batch = 0.808
18455/41256 (epoch 16), train_loss = 0.779, time/batch = 0.805
18456/41256 (epoch 16), train_loss = 0.777, time/batch = 0.813
18457/41256 (epoch 16), train_loss = 0.783, time/batch = 0.810
18458/41256 (epoch 16), train_loss = 0.789, time/batch = 0.809
18459/41256 (epoch 16), train_loss = 0.789, time/batch = 0.805
18460/41256 (epoch 16), train_loss = 0.791, time/batch = 0.807
18461/41256 (epoch 16), train_loss = 0.794, time/batch = 0.808
18462/41256 (epoch 16), train_loss = 0.779, time/batch = 0.806
18463/41256 (epoch 16), train_loss = 0.776, time/batch = 0.808
18464/41256 (epoch 16), train_loss = 0.793, time/batch = 0.807
18465/41256 (epoch 16), train_loss = 0.783, time/batch = 0.811
18466/41256 (epoch 16), train_loss = 0.783, time/batch = 0.813
18467/41256 (epoch 16), train_loss = 0.774, time/batch = 0.797
18468/41256 (epoch 16), train_loss = 0.775, time/batch = 0.796
18469/41256 (epoch 16), train_loss = 0.775, time/batch = 0.800
18470/41256 (epoch 16), train_loss = 0.787, time/batch = 0.798
18471/41256 (epoch 16), train_loss = 0.792, time/batch = 0.793
18472/41256 (epoch 16), train_loss = 0.789, time/batch = 0.811
18473/41256 (epoch 16), train_loss = 0.787, time/batch = 0.802
18474/41256 (epoch 16), train_loss = 0.796, time/batch = 0.800
18475/41256 (epoch 16), train_loss = 0.789, time/batch = 0.793
18476/41256 (epoch 16), train_loss = 0.790, time/batch = 0.797
18477/41256 (epoch 16), train_loss = 0.797, time/batch = 0.796
18478/41256 (epoch 16), train_loss = 0.790, time/batch = 0.793
18479/41256 (epoch 16), train_loss = 0.788, time/batch = 0.803
18480/41256 (epoch 16), train_loss = 0.785, time/batch = 0.798
18481/41256 (epoch 16), train_loss = 0.797, time/batch = 0.800
18482/41256 (epoch 16), train_loss = 0.789, time/batch = 0.793
18483/41256 (epoch 16), train_loss = 0.785, time/batch = 0.797
18484/41256 (epoch 16), train_loss = 0.803, time/batch = 0.801
18485/41256 (epoch 16), train_loss = 0.791, time/batch = 0.798
18486/41256 (epoch 16), train_loss = 0.773, time/batch = 0.796
18487/41256 (epoch 16), train_loss = 0.787, time/batch = 0.797
18488/41256 (epoch 16), train_loss = 0.781, time/batch = 0.800
18489/41256 (epoch 16), train_loss = 0.778, time/batch = 0.801
18490/41256 (epoch 16), train_loss = 0.778, time/batch = 0.796
18491/41256 (epoch 16), train_loss = 0.788, time/batch = 0.796
18492/41256 (epoch 16), train_loss = 0.782, time/batch = 0.800
18493/41256 (epoch 16), train_loss = 0.785, time/batch = 0.801
18494/41256 (epoch 16), train_loss = 0.781, time/batch = 0.802
18495/41256 (epoch 16), train_loss = 0.792, time/batch = 0.797
18496/41256 (epoch 16), train_loss = 0.782, time/batch = 0.799
18497/41256 (epoch 16), train_loss = 0.770, time/batch = 0.801
18498/41256 (epoch 16), train_loss = 0.780, time/batch = 0.805
18499/41256 (epoch 16), train_loss = 0.781, time/batch = 0.799
18500/41256 (epoch 16), train_loss = 0.784, time/batch = 0.798
18501/41256 (epoch 16), train_loss = 0.797, time/batch = 0.809
18502/41256 (epoch 16), train_loss = 0.787, time/batch = 0.814
18503/41256 (epoch 16), train_loss = 0.785, time/batch = 0.812
18504/41256 (epoch 16), train_loss = 0.770, time/batch = 0.810
18505/41256 (epoch 16), train_loss = 0.777, time/batch = 0.810
18506/41256 (epoch 16), train_loss = 0.789, time/batch = 0.811
18507/41256 (epoch 16), train_loss = 0.777, time/batch = 0.808
18508/41256 (epoch 16), train_loss = 0.768, time/batch = 0.812
18509/41256 (epoch 16), train_loss = 0.778, time/batch = 0.807
18510/41256 (epoch 16), train_loss = 0.781, time/batch = 0.807
18511/41256 (epoch 16), train_loss = 0.778, time/batch = 0.812
18512/41256 (epoch 16), train_loss = 0.790, time/batch = 0.810
18513/41256 (epoch 16), train_loss = 0.782, time/batch = 0.806
18514/41256 (epoch 16), train_loss = 0.777, time/batch = 0.809
18515/41256 (epoch 16), train_loss = 0.778, time/batch = 0.810
18516/41256 (epoch 16), train_loss = 0.769, time/batch = 0.812
18517/41256 (epoch 16), train_loss = 0.780, time/batch = 0.810
18518/41256 (epoch 16), train_loss = 0.783, time/batch = 0.808
18519/41256 (epoch 16), train_loss = 0.778, time/batch = 0.808
18520/41256 (epoch 16), train_loss = 0.778, time/batch = 0.810
18521/41256 (epoch 16), train_loss = 0.773, time/batch = 0.810
18522/41256 (epoch 16), train_loss = 0.770, time/batch = 0.810
18523/41256 (epoch 16), train_loss = 0.764, time/batch = 0.810
18524/41256 (epoch 16), train_loss = 0.762, time/batch = 0.808
18525/41256 (epoch 16), train_loss = 0.772, time/batch = 0.808
18526/41256 (epoch 16), train_loss = 0.770, time/batch = 0.829
18527/41256 (epoch 16), train_loss = 0.745, time/batch = 0.811
18528/41256 (epoch 16), train_loss = 0.757, time/batch = 0.816
18529/41256 (epoch 16), train_loss = 0.751, time/batch = 0.808
18530/41256 (epoch 16), train_loss = 0.774, time/batch = 0.809
18531/41256 (epoch 16), train_loss = 0.759, time/batch = 0.808
18532/41256 (epoch 16), train_loss = 0.759, time/batch = 0.809
18533/41256 (epoch 16), train_loss = 0.762, time/batch = 0.812
18534/41256 (epoch 16), train_loss = 0.767, time/batch = 0.810
18535/41256 (epoch 16), train_loss = 0.762, time/batch = 0.810
18536/41256 (epoch 16), train_loss = 0.761, time/batch = 0.808
18537/41256 (epoch 16), train_loss = 0.767, time/batch = 0.808
18538/41256 (epoch 16), train_loss = 0.764, time/batch = 0.810
18539/41256 (epoch 16), train_loss = 0.758, time/batch = 0.810
18540/41256 (epoch 16), train_loss = 0.758, time/batch = 0.818
18541/41256 (epoch 16), train_loss = 0.756, time/batch = 0.805
18542/41256 (epoch 16), train_loss = 0.756, time/batch = 0.832
18543/41256 (epoch 16), train_loss = 0.764, time/batch = 0.809
18544/41256 (epoch 16), train_loss = 0.756, time/batch = 0.810
18545/41256 (epoch 16), train_loss = 0.766, time/batch = 0.810
18546/41256 (epoch 16), train_loss = 0.764, time/batch = 0.806
18547/41256 (epoch 16), train_loss = 0.758, time/batch = 0.809
18548/41256 (epoch 16), train_loss = 0.769, time/batch = 0.808
18549/41256 (epoch 16), train_loss = 0.774, time/batch = 0.808
18550/41256 (epoch 16), train_loss = 0.777, time/batch = 0.812
18551/41256 (epoch 16), train_loss = 0.751, time/batch = 0.805
18552/41256 (epoch 16), train_loss = 0.769, time/batch = 0.812
18553/41256 (epoch 16), train_loss = 0.760, time/batch = 0.810
18554/41256 (epoch 16), train_loss = 0.766, time/batch = 0.812
18555/41256 (epoch 16), train_loss = 0.768, time/batch = 0.806
18556/41256 (epoch 16), train_loss = 0.765, time/batch = 0.809
18557/41256 (epoch 16), train_loss = 0.770, time/batch = 0.807
18558/41256 (epoch 16), train_loss = 0.762, time/batch = 0.809
18559/41256 (epoch 16), train_loss = 0.761, time/batch = 0.808
18560/41256 (epoch 16), train_loss = 0.764, time/batch = 0.813
18561/41256 (epoch 16), train_loss = 0.763, time/batch = 0.809
18562/41256 (epoch 16), train_loss = 0.764, time/batch = 0.813
18563/41256 (epoch 16), train_loss = 0.757, time/batch = 0.833
18564/41256 (epoch 16), train_loss = 0.762, time/batch = 0.813
18565/41256 (epoch 16), train_loss = 0.767, time/batch = 0.804
18566/41256 (epoch 16), train_loss = 0.763, time/batch = 0.798
18567/41256 (epoch 16), train_loss = 0.768, time/batch = 0.802
18568/41256 (epoch 16), train_loss = 0.755, time/batch = 0.805
18569/41256 (epoch 16), train_loss = 0.767, time/batch = 0.799
18570/41256 (epoch 16), train_loss = 0.763, time/batch = 0.801
18571/41256 (epoch 16), train_loss = 0.771, time/batch = 0.791
18572/41256 (epoch 16), train_loss = 0.768, time/batch = 0.805
18573/41256 (epoch 16), train_loss = 0.755, time/batch = 0.800
18574/41256 (epoch 16), train_loss = 0.767, time/batch = 0.800
18575/41256 (epoch 16), train_loss = 0.769, time/batch = 0.798
18576/41256 (epoch 16), train_loss = 0.775, time/batch = 0.795
18577/41256 (epoch 16), train_loss = 0.777, time/batch = 0.804
18578/41256 (epoch 16), train_loss = 0.779, time/batch = 0.803
18579/41256 (epoch 16), train_loss = 0.776, time/batch = 0.798
18580/41256 (epoch 16), train_loss = 0.769, time/batch = 0.800
18581/41256 (epoch 16), train_loss = 0.768, time/batch = 0.802
18582/41256 (epoch 16), train_loss = 0.773, time/batch = 0.801
18583/41256 (epoch 16), train_loss = 0.766, time/batch = 0.800
18584/41256 (epoch 16), train_loss = 0.769, time/batch = 0.795
18585/41256 (epoch 16), train_loss = 0.778, time/batch = 0.801
18586/41256 (epoch 16), train_loss = 0.785, time/batch = 0.806
18587/41256 (epoch 16), train_loss = 0.776, time/batch = 0.800
18588/41256 (epoch 16), train_loss = 0.773, time/batch = 0.793
18589/41256 (epoch 16), train_loss = 0.787, time/batch = 0.799
18590/41256 (epoch 16), train_loss = 0.795, time/batch = 0.802
18591/41256 (epoch 16), train_loss = 0.790, time/batch = 0.801
18592/41256 (epoch 16), train_loss = 0.784, time/batch = 0.805
18593/41256 (epoch 16), train_loss = 0.778, time/batch = 0.798
18594/41256 (epoch 16), train_loss = 0.787, time/batch = 0.802
18595/41256 (epoch 16), train_loss = 0.771, time/batch = 0.803
18596/41256 (epoch 16), train_loss = 0.788, time/batch = 0.795
18597/41256 (epoch 16), train_loss = 0.794, time/batch = 0.799
18598/41256 (epoch 16), train_loss = 0.784, time/batch = 0.811
18599/41256 (epoch 16), train_loss = 0.791, time/batch = 0.800
18600/41256 (epoch 16), train_loss = 0.794, time/batch = 0.814
18601/41256 (epoch 16), train_loss = 0.784, time/batch = 0.827
18602/41256 (epoch 16), train_loss = 0.782, time/batch = 0.822
18603/41256 (epoch 16), train_loss = 0.786, time/batch = 0.824
18604/41256 (epoch 16), train_loss = 0.792, time/batch = 0.824
18605/41256 (epoch 16), train_loss = 0.780, time/batch = 0.828
18606/41256 (epoch 16), train_loss = 0.792, time/batch = 0.825
18607/41256 (epoch 16), train_loss = 0.799, time/batch = 0.829
18608/41256 (epoch 16), train_loss = 0.791, time/batch = 0.815
18609/41256 (epoch 16), train_loss = 0.780, time/batch = 0.809
18610/41256 (epoch 16), train_loss = 0.794, time/batch = 0.810
18611/41256 (epoch 16), train_loss = 0.797, time/batch = 0.816
18612/41256 (epoch 16), train_loss = 0.783, time/batch = 0.810
18613/41256 (epoch 16), train_loss = 0.778, time/batch = 0.805
18614/41256 (epoch 16), train_loss = 0.787, time/batch = 0.804
18615/41256 (epoch 16), train_loss = 0.788, time/batch = 0.802
18616/41256 (epoch 16), train_loss = 0.776, time/batch = 0.803
18617/41256 (epoch 16), train_loss = 0.771, time/batch = 0.807
18618/41256 (epoch 16), train_loss = 0.769, time/batch = 0.808
18619/41256 (epoch 16), train_loss = 0.765, time/batch = 0.797
18620/41256 (epoch 16), train_loss = 0.769, time/batch = 0.805
18621/41256 (epoch 16), train_loss = 0.772, time/batch = 0.809
18622/41256 (epoch 16), train_loss = 0.772, time/batch = 0.803
18623/41256 (epoch 16), train_loss = 0.760, time/batch = 0.805
18624/41256 (epoch 16), train_loss = 0.764, time/batch = 0.799
18625/41256 (epoch 16), train_loss = 0.765, time/batch = 0.803
18626/41256 (epoch 16), train_loss = 0.752, time/batch = 0.803
18627/41256 (epoch 16), train_loss = 0.751, time/batch = 0.812
18628/41256 (epoch 16), train_loss = 0.748, time/batch = 0.802
18629/41256 (epoch 16), train_loss = 0.748, time/batch = 0.801
18630/41256 (epoch 16), train_loss = 0.763, time/batch = 0.805
18631/41256 (epoch 16), train_loss = 0.765, time/batch = 0.806
18632/41256 (epoch 16), train_loss = 0.750, time/batch = 0.806
18633/41256 (epoch 16), train_loss = 0.761, time/batch = 0.809
18634/41256 (epoch 16), train_loss = 0.755, time/batch = 0.807
18635/41256 (epoch 16), train_loss = 0.776, time/batch = 0.803
18636/41256 (epoch 16), train_loss = 0.762, time/batch = 0.814
18637/41256 (epoch 16), train_loss = 0.752, time/batch = 0.807
18638/41256 (epoch 16), train_loss = 0.761, time/batch = 0.803
18639/41256 (epoch 16), train_loss = 0.765, time/batch = 0.806
18640/41256 (epoch 16), train_loss = 0.750, time/batch = 0.802
18641/41256 (epoch 16), train_loss = 0.756, time/batch = 0.804
18642/41256 (epoch 16), train_loss = 0.765, time/batch = 0.807
18643/41256 (epoch 16), train_loss = 0.759, time/batch = 0.803
18644/41256 (epoch 16), train_loss = 0.754, time/batch = 0.804
18645/41256 (epoch 16), train_loss = 0.765, time/batch = 0.805
18646/41256 (epoch 16), train_loss = 0.772, time/batch = 0.803
18647/41256 (epoch 16), train_loss = 0.751, time/batch = 0.805
18648/41256 (epoch 16), train_loss = 0.751, time/batch = 0.809
18649/41256 (epoch 16), train_loss = 0.743, time/batch = 0.804
18650/41256 (epoch 16), train_loss = 0.767, time/batch = 0.802
18651/41256 (epoch 16), train_loss = 0.745, time/batch = 0.807
18652/41256 (epoch 16), train_loss = 0.752, time/batch = 0.803
18653/41256 (epoch 16), train_loss = 0.760, time/batch = 0.808
18654/41256 (epoch 16), train_loss = 0.748, time/batch = 0.802
18655/41256 (epoch 16), train_loss = 0.753, time/batch = 0.804
18656/41256 (epoch 16), train_loss = 0.771, time/batch = 0.806
18657/41256 (epoch 16), train_loss = 0.762, time/batch = 0.807
18658/41256 (epoch 16), train_loss = 0.757, time/batch = 0.805
18659/41256 (epoch 16), train_loss = 0.747, time/batch = 0.804
18660/41256 (epoch 16), train_loss = 0.744, time/batch = 0.807
18661/41256 (epoch 16), train_loss = 0.757, time/batch = 0.809
18662/41256 (epoch 16), train_loss = 0.751, time/batch = 0.805
18663/41256 (epoch 16), train_loss = 0.751, time/batch = 0.803
18664/41256 (epoch 16), train_loss = 0.751, time/batch = 0.804
